Crop,Days from Sowing (Start),Stage,Disease
Chickpea,85,Fruiting,Ascochyta Blight (Ascochyta rabiei)
Chickpea,85,Fruiting,Botrytis Grey Mold (Botrytis cinerea)
Chickpea,85,Fruiting,Fusarium Wilt (Fusarium oxysporum f. sp. ciceris)
Chickpea,85,Fruiting,Dry Root Rot (Macrophomina phaseolina)
Chickpea,85,Fruiting,Alternaria Pod Blight (Alternaria alternata)
Chickpea,85,Fruiting,Rust (Uromyces ciceris-arietini)
Chickpea,85,Fruiting,Phytophthora Root Rot (Phytophthora medicaginis)
Chickpea,85,Fruiting,Bacterial Blight (Xanthomonas campestris pv. cassiae)
Chickpea,85,Fruiting,Bacterial Leaf Spot (Pseudomonas syringae)
Chickpea,85,Fruiting,Pod Borer (Helicoverpa armigera)
Chickpea,85,Fruiting,Aphids (Aphis craccivora)
Chickpea,85,Fruiting,Thrips (Caliothrips indicus)
Chickpea,85,Fruiting,White Grub (Holotrichia spp.)
Chickpea,85,Fruiting,Mite Infestation (Tetranychus urticae)
Chickpea,85,Fruiting,Nutrient Deficiency  Potassium
Chickpea,85,Fruiting,Nutrient Deficiency  Boron
Chickpea,85,Fruiting,Herbicide Residue Injury
Chickpea,85,Fruiting,Drought Stress
Chickpea,85,Fruiting,Heat Stress
Chickpea,85,Fruiting,Waterlogging Stress
Chickpea,110,Maturity,Ascochyta Pod Blight (Ascochyta rabiei)
Chickpea,110,Maturity,Fusarium Wilt (Fusarium oxysporum f. sp. ciceris)
Chickpea,110,Maturity,Dry Root Rot (Macrophomina phaseolina)
Chickpea,110,Maturity,Alternaria Pod Rot (Alternaria alternata)
Chickpea,110,Maturity,Rust (Uromyces ciceris-arietini)
Chickpea,110,Maturity,Botrytis Grey Mold (Botrytis cinerea)
Chickpea,110,Maturity,Phytophthora Root Rot (Phytophthora medicaginis)
Chickpea,110,Maturity,Bacterial Blight (Xanthomonas campestris pv. cassiae)
Chickpea,110,Maturity,Bacterial Leaf Spot (Pseudomonas syringae)
Chickpea,110,Maturity,Pod Borer (Helicoverpa armigera)
Chickpea,110,Maturity,Aphids (Aphis craccivora)
Chickpea,110,Maturity,Thrips (Caliothrips indicus)
Chickpea,110,Maturity,White Grub Damage (Holotrichia spp.)
Chickpea,110,Maturity,Mite Infestation (Tetranychus urticae)
Chickpea,110,Maturity,Nutrient Deficiency  Potassium
Chickpea,110,Maturity,Nutrient Deficiency  Boron
Chickpea,110,Maturity,Herbicide Injury (Carryover Residue)
Chickpea,110,Maturity,Drought Stress
Chickpea,110,Maturity,Heat Stress
Chickpea,110,Maturity,Waterlogging Stress
Chickpea,120,Harvest,Pod Borer Damage (Helicoverpa armigera)
Chickpea,120,Harvest,Bruchid Infestation (Callosobruchus chinensis)
Chickpea,120,Harvest,Fusarium Wilt Residual
Chickpea,120,Harvest,Ascochyta Blight Residual
Chickpea,120,Harvest,Dry Root Rot Residual
Chickpea,120,Harvest,Stem Fly Damage (Ophiomyia phaseoli)
Chickpea,120,Harvest,Powdery Mildew Late Effect
Chickpea,120,Harvest,Rust Late Effect
Chickpea,120,Harvest,Pod Rot (Rhizoctonia solani)
Chickpea,120,Harvest,Cercospora Leaf Spot Residual
Chickpea,120,Harvest,Sclerotinia Stem Rot Residual
Chickpea,120,Harvest,Alternaria Leaf Spot
Chickpea,120,Harvest,Bacterial Blight Residual
Chickpea,120,Harvest,Viral Mosaic Effect
Chickpea,120,Harvest,Cutworm Damage (Agrotis ipsilon)
Chickpea,120,Harvest,Pod Borer Larval Webbing
Chickpea,120,Harvest,Aphid Residual Damage
Chickpea,120,Harvest,Thrips Damage Residual
Chickpea,120,Harvest,Storage Fungi (Aspergillus spp.)
Chickpea,120,Harvest,Seed Discoloration Syndrome
Chickpea,120,Harvest,Bruchid Infestation (Callosobruchus chinensis)
Chickpea,120,Harvest,Aspergillus Rot (Aspergillus flavus)
Chickpea,120,Harvest,Penicillium Rot
Chickpea,120,Harvest,Rhizopus Mold
Chickpea,120,Harvest,Sitophilus Weevil (Sitophilus oryzae)
Chickpea,120,Harvest,Khapra Beetle (Trogoderma granarium)
Chickpea,120,Harvest,Stored Grain Mite (Acarus siro)
Chickpea,120,Harvest,Moisture-Induced Mold
Chickpea,120,Harvest,Seed Discoloration
Chickpea,120,Harvest,Grain Shriveling
Chickpea,120,Harvest,Aflatoxin Contamination
Chickpea,120,Harvest,Bacterial Soft Rot
Chickpea,120,Harvest,Rodent Damage
Chickpea,120,Harvest,Improper Drying Spoilage
Chickpea,120,Harvest,Sack Contamination
Chickpea,120,Harvest,Grain Heating
Chickpea,120,Harvest,Insect Egg Contamination
Chickpea,120,Harvest,Secondary Fungal Rot
Chickpea,120,Harvest,Odor Contamination
Chickpea,120,Harvest,Insect Webbing (Plodia interpunctella)
Toor,0,Sowing,Seed Rot (Pythium aphanidermatum)
Toor,0,Sowing,Seed Rot (Rhizoctonia solani)
Toor,0,Sowing,Fusarium Seed Rot (Fusarium oxysporum)
Toor,0,Sowing,Macrophomina Seed Rot (Macrophomina phaseolina)
Toor,0,Sowing,Alternaria Seed Infection (Alternaria alternata)
Toor,0,Sowing,Aspergillus Seed Rot (Aspergillus flavus)
Toor,0,Sowing,Penicillium Seed Mold
Toor,0,Sowing,Bacterial Seed Rot (Xanthomonas spp.)
Toor,0,Sowing,Seedling Blight Initiation (Botrytis cinerea)
Toor,0,Sowing,Phytophthora Seed Rot
Toor,0,Sowing,Bruchid Egg Contamination (Callosobruchus chinensis)
Toor,0,Sowing,Weevil-Damaged Seeds (Sitophilus oryzae)
Toor,0,Sowing,Improper Seed Drying Damage
Toor,0,Sowing,Cold Injury
Toor,0,Sowing,Heat Injury
Toor,0,Sowing,Nutrient Deficiency  Low Phosphorus
Toor,0,Sowing,Herbicide Residue Injury
Toor,0,Sowing,Soil Salinity Stress
Toor,0,Sowing,Mechanical Seed Damage
Toor,0,Sowing,Soil Crusting Problem
Toor,10,Germination,Damping-off (Pythium aphanidermatum)
Toor,10,Germination,Damping-off (Rhizoctonia solani)
Toor,10,Germination,Fusarium Wilt Seedling Phase (Fusarium oxysporum)
Toor,10,Germination,Charcoal Rot Seedling (Macrophomina phaseolina)
Toor,10,Germination,Alternaria Blight (Alternaria alternata)
Toor,10,Germination,Botrytis Seedling Blight (Botrytis cinerea)
Toor,10,Germination,Phytophthora Root Rot (Phytophthora medicaginis)
Toor,10,Germination,Bacterial Seedling Rot (Xanthomonas campestris)
Toor,10,Germination,Bacterial Leaf Spot Early Infection (Pseudomonas spp.)
Toor,10,Germination,Early Root Rot (Fusarium solani)
Toor,10,Germination,Root Knot Nematode Damage (Meloidogyne incognita)
Toor,10,Germination,Cutworm Damage (Agrotis ipsilon)
Toor,10,Germination,Termite Feeding Damage (Odontotermes obesus)
Toor,10,Germination,Aphid Feeding Injury (Aphis craccivora)
Toor,10,Germination,Low Temperature Stress
Toor,10,Germination,High Temperature Injury
Toor,10,Germination,Soil Crusting
Toor,10,Germination,Poor Soil Aeration
Toor,10,Germination,Nutrient Deficiency  Nitrogen
Toor,10,Germination,Mechanical Injury
Toor,20,Vegetative Stage,Fusarium Wilt (Fusarium oxysporum f. sp. udum)
Toor,20,Vegetative Stage,Sterility Mosaic Disease (Pigeon Pea Sterility Mosaic Virus)
Toor,20,Vegetative Stage,Phytophthora Blight (Phytophthora drechsleri)
Toor,20,Vegetative Stage,Alternaria Leaf Spot (Alternaria alternata)
Toor,20,Vegetative Stage,Septoria Leaf Spot (Septoria cajani)
Toor,20,Vegetative Stage,Cercospora Leaf Spot (Cercospora cajani)
Toor,20,Vegetative Stage,Powdery Mildew (Leveillula taurica)
Toor,20,Vegetative Stage,Rust (Uredo cajani)
Toor,20,Vegetative Stage,Bacterial Leaf Spot (Xanthomonas axonopodis pv. cajani)
Toor,20,Vegetative Stage,Rhizoctonia Root Rot (Rhizoctonia bataticola)
Toor,20,Vegetative Stage,Root Knot Nematode Damage (Meloidogyne incognita)
Toor,20,Vegetative Stage,Pod Borer Early Feeding (Helicoverpa armigera)
Toor,20,Vegetative Stage,Aphid Infestation (Aphis craccivora)
Toor,20,Vegetative Stage,Whitefly Infestation (Bemisia tabaci)
Toor,20,Vegetative Stage,Thrips Damage (Caliothrips indicus)
Toor,20,Vegetative Stage,Mite Injury (Tetranychus urticae)
Toor,20,Vegetative Stage,Zinc Deficiency
Toor,20,Vegetative Stage,Nitrogen Deficiency
Toor,20,Vegetative Stage,Waterlogging Stress
Toor,20,Vegetative Stage,"Herbicide Injury (2,4-D Drift)"
Toor,70,Flowering,Sterility Mosaic Disease (Pigeon Pea Sterility Mosaic Virus)
Toor,70,Flowering,Phytophthora Blight (Phytophthora drechsleri)
Toor,70,Flowering,Fusarium Wilt (Fusarium oxysporum f. sp. udum)
Toor,70,Flowering,Alternaria Leaf Spot (Alternaria alternata)
Toor,70,Flowering,Cercospora Leaf Spot (Cercospora cajani)
Toor,70,Flowering,Powdery Mildew (Leveillula taurica)
Toor,70,Flowering,Rust (Uredo cajani)
Toor,70,Flowering,Bacterial Leaf Spot (Xanthomonas axonopodis pv. cajani)
Toor,70,Flowering,Sterility Mosaic Virus (vector: Aceria cajani)
Toor,70,Flowering,Pod Borer Early Attack (Helicoverpa armigera)
Toor,70,Flowering,Maruca Pod Borer (Maruca vitrata)
Toor,70,Flowering,Flower Thrips (Megalurothrips usitatus)
Toor,70,Flowering,Whitefly Infestation (Bemisia tabaci)
Toor,70,Flowering,Aphid Infestation (Aphis craccivora)
Toor,70,Flowering,Mite Attack (Aceria cajani)
Toor,70,Flowering,Micronutrient Deficiency  Boron
Toor,70,Flowering,Micronutrient Deficiency  Zinc
Toor,70,Flowering,Drought Stress
Toor,70,Flowering,High Temperature Stress
Toor,70,Flowering,"Herbicide Drift Injury (2,4-D or Glyphosate)"
Toor,85,Fruiting,Pod Borer (Helicoverpa armigera)
Toor,85,Fruiting,Maruca Pod Borer (Maruca vitrata)
Toor,85,Fruiting,Pod Fly (Melanagromyza obtusa)
Toor,85,Fruiting,Phytophthora Blight (Phytophthora drechsleri)
Toor,85,Fruiting,Alternaria Leaf & Pod Spot (Alternaria alternata)
Toor,85,Fruiting,Fusarium Wilt (late infection) (Fusarium oxysporum)
Toor,85,Fruiting,Powdery Mildew (Leveillula taurica)
Toor,85,Fruiting,Cercospora Pod Blight (Cercospora cajani)
Toor,85,Fruiting,Rust (Uredo cajani)
Toor,85,Fruiting,Bacterial Leaf & Pod Spot (Xanthomonas axonopodis pv. cajani)
Toor,85,Fruiting,Whitefly Infestation (Bemisia tabaci)
Toor,85,Fruiting,Aphid Infestation (Aphis craccivora)
Toor,85,Fruiting,Flower Thrips (carryover effect) (Megalurothrips usitatus)
Toor,85,Fruiting,Mite Attack (Aceria cajani)
Toor,85,Fruiting,Sterility Mosaic Virus (late impact)
Toor,85,Fruiting,Micronutrient Deficiency  Boron
Toor,85,Fruiting,Micronutrient Deficiency  Zinc
Toor,85,Fruiting,Drought Stress
Toor,85,Fruiting,High Temperature Stress
Toor,85,Fruiting,"Herbicide Drift Injury (2,4-D or Glyphosate)"
Toor,110,Maturity,Pod Borer (Helicoverpa armigera)
Toor,110,Maturity,Pod Fly (Melanagromyza obtusa)
Toor,110,Maturity,Maruca Pod Borer (Maruca vitrata)
Toor,110,Maturity,Phytophthora Blight (Phytophthora drechsleri)
Toor,110,Maturity,Alternaria Pod Spot (Alternaria alternata)
Toor,110,Maturity,Cercospora Pod Blight (Cercospora cajani)
Toor,110,Maturity,Fusarium Wilt (late effect) (Fusarium oxysporum)
Toor,110,Maturity,Powdery Mildew (Leveillula taurica)
Toor,110,Maturity,Rust (Uredo cajani)
Toor,110,Maturity,Bacterial Leaf & Pod Spot (Xanthomonas axonopodis pv. cajani)
Toor,110,Maturity,Whitefly Infestation (Bemisia tabaci)
Toor,110,Maturity,Aphid Infestation (Aphis craccivora)
Toor,110,Maturity,Mite Attack (Aceria cajani)
Toor,110,Maturity,Sterility Mosaic Virus (residual effect)
Toor,110,Maturity,Micronutrient Deficiency  Boron
Toor,110,Maturity,Micronutrient Deficiency  Zinc
Toor,110,Maturity,Drought Stress
Toor,110,Maturity,High Temperature Stress
Toor,110,Maturity,Excess Rainfall / Waterlogging
Toor,110,Maturity,Herbicide Injury (Glyphosate drift)
Toor,120,Harvest,Pod Borer Residual Damage (Helicoverpa armigera)
Toor,120,Harvest,Pod Fly Damage (Melanagromyza obtusa)
Toor,120,Harvest,Fusarium Pod Rot (Fusarium solani)
Toor,120,Harvest,Alternaria Pod Rot (Alternaria alternata)
Toor,120,Harvest,Phytophthora Pod Rot (Phytophthora drechsleri)
Toor,120,Harvest,Cercospora Pod Blight (Cercospora cajani)
Toor,120,Harvest,Rust (late infection) (Uredo cajani)
Toor,120,Harvest,Bacterial Pod Spot (Xanthomonas axonopodis)
Toor,120,Harvest,Whitefly Residual Impact (Bemisia tabaci)
Toor,120,Harvest,Aphid Residual Impact (Aphis craccivora)
Toor,120,Harvest,Mite Damage (Aceria cajani)
Toor,120,Harvest,Pod Shattering (varietal susceptibility)
Toor,120,Harvest,Lodging Due to Stem Weakness
Toor,120,Harvest,Drought-Induced Pod Hardening
Toor,120,Harvest,High Humidity at Harvest
Toor,120,Harvest,Rainfall at Harvest
Toor,120,Harvest,Herbicide Drift Injury (late-season)
Toor,120,Harvest,Mechanical Damage (harvesting tools)
Toor,120,Harvest,"Bird Damage (Corvus splendens, etc.)"
Toor,120,Harvest,Rodent Damage (Rattus rattus)
Toor,120,Harvest,Storage Fungal Rot (Aspergillus flavus)
Toor,120,Harvest,Black Mold (Aspergillus niger)
Toor,120,Harvest,Penicillium Rot (Penicillium chrysogenum)
Toor,120,Harvest,Rhizopus Soft Rot (Rhizopus stolonifer)
Toor,120,Harvest,Fusarium Storage Rot (Fusarium verticillioides)
Toor,120,Harvest,Sitophilus Grain Weevil (Sitophilus oryzae)
Toor,120,Harvest,Pulse Beetle Damage (Callosobruchus chinensis)
Toor,120,Harvest,Lesser Grain Borer (Rhyzopertha dominica)
Toor,120,Harvest,Saw-Toothed Grain Beetle (Oryzaephilus surinamensis)
Toor,120,Harvest,Cigarette Beetle (Lasioderma serricorne)
Toor,120,Harvest,Rodent Damage (Rattus rattus)
Toor,120,Harvest,Bird Contamination (Passer domesticus)
Toor,120,Harvest,Moisture Reabsorption Damage
Toor,120,Harvest,Storage Temperature Stress
Toor,120,Harvest,Poor Drying Before Storage
Toor,120,Harvest,Mechanical Damage During Handling
Toor,120,Harvest,Chemical Residue Contamination (Improper fumigation)
Toor,120,Harvest,Mycotoxin Contamination (Aflatoxin from Aspergillus spp.)
Toor,120,Harvest,Bag Fabric Infestation (Jute Bag Mites) (Trogoderma spp.)
Toor,120,Harvest,Cross-Contamination from Old Grain Stocks
Wheat,0,Sowing,Seed Rot (Fusarium spp.)
Wheat,0,Sowing,"Damping-off (Pythium spp., Rhizoctonia solani)"
Wheat,0,Sowing,Smut (Tilletia tritici)
Wheat,0,Sowing,Bacterial Soft Rot (Erwinia spp.)
Wheat,0,Sowing,Seed-Borne Mosaic Virus (Wheat streak mosaic virus)
Wheat,0,Sowing,"Seedling Blight (Fusarium spp., Bipolaris spp.)"
Wheat,0,Sowing,Soil Nematode Damage (Heterodera spp.)
Wheat,0,Sowing,Pre-Emergence Seedling Death
Wheat,0,Sowing,Poor Seed Quality
Wheat,0,Sowing,Chemical Injury (Herbicide Residue)
Wheat,0,Sowing,Soil Salinity Damage
Wheat,0,Sowing,Cold Injury
Wheat,0,Sowing,Waterlogging Stress
Wheat,0,Sowing,Seedling Wilt (Fusarium spp.)
Wheat,0,Sowing,Wireworm Damage (Elateridae spp.)
Wheat,0,Sowing,Aphid Feeding (Rhopalosiphum padi)
Wheat,0,Sowing,Cutworm Damage (Agrotis spp.)
Wheat,0,Sowing,Seed-Borne Leaf Blotch (Bipolaris sorokiniana)
Wheat,0,Sowing,Seed-Borne Bunt (Tilletia laevis)
Wheat,0,Sowing,Rodent Damage
Wheat,10,Germination,Seed Rot (Fusarium spp.)
Wheat,10,Germination,"Damping-off (Pythium spp., Rhizoctonia solani)"
Wheat,10,Germination,Seed-Borne Mosaic Virus (Wheat streak mosaic virus)
Wheat,10,Germination,"Seedling Blight (Fusarium spp., Bipolaris spp.)"
Wheat,10,Germination,Smut (Tilletia tritici)
Wheat,10,Germination,Bacterial Soft Rot (Erwinia spp.)
Wheat,10,Germination,Wireworm Damage (Elateridae spp.)
Wheat,10,Germination,Cutworm Damage (Agrotis spp.)
Wheat,10,Germination,Aphid Feeding (Rhopalosiphum padi)
Wheat,10,Germination,Soil Nematode Damage (Heterodera spp.)
Wheat,10,Germination,Cold Injury
Wheat,10,Germination,Waterlogging Stress
Wheat,10,Germination,Soil Salinity Damage
Wheat,10,Germination,Poor Seed Quality
Wheat,10,Germination,Chemical Injury (Herbicide Residue)
Wheat,10,Germination,Seedling Wilt (Fusarium spp.)
Wheat,10,Germination,Seed-Borne Leaf Blotch (Bipolaris sorokiniana)
Wheat,10,Germination,Seed-Borne Bunt (Tilletia laevis)
Wheat,10,Germination,Rodent Damage
Wheat,10,Germination,Pre-Emergence Seedling Death
Wheat,20,Vegetative Stage,Leaf Rust (Puccinia triticina)
Wheat,20,Vegetative Stage,Stripe Rust (Puccinia striiformis)
Wheat,20,Vegetative Stage,Powdery Mildew (Blumeria graminis f. sp. tritici)
Wheat,20,Vegetative Stage,Spot Blotch (Bipolaris sorokiniana)
Wheat,20,Vegetative Stage,Tan Spot (Pyrenophora tritici-repentis)
Wheat,20,Vegetative Stage,Septoria Leaf Blotch (Zymoseptoria tritici)
Wheat,20,Vegetative Stage,Bacterial Leaf Streak (Xanthomonas translucens)
Wheat,20,Vegetative Stage,"Aphid Infestation (Rhopalosiphum padi, Sitobion avenae)"
Wheat,20,Vegetative Stage,Armyworm (Mythimna separata)
Wheat,20,Vegetative Stage,Grasshopper Damage
Wheat,20,Vegetative Stage,Leafhopper Feeding
Wheat,20,Vegetative Stage,"Root Rot (Fusarium spp., Rhizoctonia spp.)"
Wheat,20,Vegetative Stage,"Nematode Damage (Heterodera spp., Meloidogyne spp.)"
Wheat,20,Vegetative Stage,Nitrogen Deficiency
Wheat,20,Vegetative Stage,Zinc Deficiency
Wheat,20,Vegetative Stage,Water Stress
Wheat,20,Vegetative Stage,Cold Injury
Wheat,20,Vegetative Stage,Heat Stress
Wheat,20,Vegetative Stage,Lodging due to wind or rain
Wheat,20,Vegetative Stage,Herbicide Injury
Wheat,70,Flowering,Fusarium Head Blight (Fusarium graminearum)
Wheat,70,Flowering,Leaf Rust (Puccinia triticina)
Wheat,70,Flowering,Stripe Rust (Puccinia striiformis)
Wheat,70,Flowering,Powdery Mildew (Blumeria graminis f. sp. tritici)
Wheat,70,Flowering,Spot Blotch (Bipolaris sorokiniana)
Wheat,70,Flowering,Septoria Leaf Blotch (Zymoseptoria tritici)
Wheat,70,Flowering,Karnal Bunt (Tilletia indica)
Wheat,70,Flowering,Aphid Infestation (Rhopalosiphum padi)
Wheat,70,Flowering,Armyworm (Mythimna separata)
Wheat,70,Flowering,Hessian Fly (Mayetiola destructor)
Wheat,70,Flowering,Powdery Mildew on Spikes (Blumeria graminis)
Wheat,70,Flowering,Stem Rust (Puccinia graminis)
Wheat,70,Flowering,Bacterial Streak (Xanthomonas translucens)
Wheat,70,Flowering,Root-Lesion Nematode Damage (Pratylenchus spp.)
Wheat,70,Flowering,Heat Stress
Wheat,70,Flowering,Drought Stress
Wheat,70,Flowering,Cold or Frost Injury
Wheat,70,Flowering,Lodging due to wind or rain
Wheat,70,Flowering,Herbicide Injury
Wheat,70,Flowering,Rodent Damage
Wheat,85,Fruiting,Fusarium Head Blight (Fusarium graminearum)
Wheat,85,Fruiting,Karnal Bunt (Tilletia indica)
Wheat,85,Fruiting,Loose Smut (Ustilago tritici)
Wheat,85,Fruiting,Leaf Rust (Puccinia triticina)
Wheat,85,Fruiting,Stripe Rust (Puccinia striiformis)
Wheat,85,Fruiting,Powdery Mildew (Blumeria graminis)
Wheat,85,Fruiting,Spot Blotch (Bipolaris sorokiniana)
Wheat,85,Fruiting,Stem Rust (Puccinia graminis)
Wheat,85,Fruiting,Aphid Infestation (Rhopalosiphum padi)
Wheat,85,Fruiting,Armyworm (Mythimna separata)
Wheat,85,Fruiting,Hessian Fly (Mayetiola destructor)
Wheat,85,Fruiting,Grain Aphid (Sitobion avenae)
Wheat,85,Fruiting,"Nematode Damage (Pratylenchus spp., Heterodera spp.)"
Wheat,85,Fruiting,Drought Stress
Wheat,85,Fruiting,Heat Stress
Wheat,85,Fruiting,Lodging due to wind or rain
Wheat,85,Fruiting,Poor Fertilization
Wheat,85,Fruiting,Zinc or Boron Deficiency
Wheat,85,Fruiting,Herbicide Injury
Wheat,85,Fruiting,Rodent Damage
Wheat,110,Maturity,Fusarium Head Blight (Fusarium graminearum)
Wheat,110,Maturity,Loose Smut (Ustilago tritici)
Wheat,110,Maturity,Karnal Bunt (Tilletia indica)
Wheat,110,Maturity,Leaf Rust (Puccinia triticina)
Wheat,110,Maturity,Stripe Rust (Puccinia striiformis)
Wheat,110,Maturity,Stem Rust (Puccinia graminis)
Wheat,110,Maturity,Powdery Mildew (Blumeria graminis)
Wheat,110,Maturity,Spot Blotch (Bipolaris sorokiniana)
Wheat,110,Maturity,Aphid Infestation (Rhopalosiphum padi)
Wheat,110,Maturity,Grain Aphid (Sitobion avenae)
Wheat,110,Maturity,Armyworm (Mythimna separata)
Wheat,110,Maturity,Hessian Fly (Mayetiola destructor)
Wheat,110,Maturity,Rodent Damage
Wheat,110,Maturity,Pre-Harvest Sprouting
Wheat,110,Maturity,Drought Stress
Wheat,110,Maturity,Heat Stress
Wheat,110,Maturity,Lodging due to wind or rain
Wheat,110,Maturity,Poor Fertilization/Nutrient Deficiency
Wheat,110,Maturity,Herbicide Injury
Wheat,110,Maturity,Grain Moth Damage (Sitotroga cerealella)
Wheat,120,Harvest,Fusarium Head Blight (Fusarium graminearum)
Wheat,120,Harvest,Loose Smut (Ustilago tritici)
Wheat,120,Harvest,Karnal Bunt (Tilletia indica)
Wheat,120,Harvest,Stem Rust (Puccinia graminis)
Wheat,120,Harvest,Leaf Rust (Puccinia triticina)
Wheat,120,Harvest,Stripe Rust (Puccinia striiformis)
Wheat,120,Harvest,Powdery Mildew (Blumeria graminis)
Wheat,120,Harvest,Spot Blotch (Bipolaris sorokiniana)
Wheat,120,Harvest,Aphid Infestation (Rhopalosiphum padi)
Wheat,120,Harvest,Grain Aphid (Sitobion avenae)
Wheat,120,Harvest,Armyworm (Mythimna separata)
Wheat,120,Harvest,Rodent Damage
Wheat,120,Harvest,Pre-Harvest Sprouting
Wheat,120,Harvest,Heat Stress
Wheat,120,Harvest,Lodging due to wind or rain
Wheat,120,Harvest,Poor Drying Before Storage
Wheat,120,Harvest,"Storage Fungal Rot (Aspergillus flavus, Penicillium spp.)"
Wheat,120,Harvest,Grain Beetle Infestation (Sitophilus oryzae)
Wheat,120,Harvest,Rodent Contamination
Wheat,120,Harvest,Cross-Contamination from Old Grain Stocks
Wheat,120,Harvest,Storage Fungal Rot (Aspergillus flavus)
Wheat,120,Harvest,Black Mold (Aspergillus niger)
Wheat,120,Harvest,Penicillium Rot (Penicillium chrysogenum)
Wheat,120,Harvest,Rhizopus Soft Rot (Rhizopus stolonifer)
Wheat,120,Harvest,Fusarium Storage Rot (Fusarium verticillioides)
Wheat,120,Harvest,Sitophilus Grain Weevil (Sitophilus oryzae)
Wheat,120,Harvest,Pulse Beetle Damage (Callosobruchus chinensis)
Wheat,120,Harvest,Lesser Grain Borer (Rhyzopertha dominica)
Wheat,120,Harvest,Saw-Toothed Grain Beetle (Oryzaephilus surinamensis)
Wheat,120,Harvest,Cigarette Beetle (Lasioderma serricorne)
Wheat,120,Harvest,Rodent Damage
Wheat,120,Harvest,Bird Contamination
Wheat,120,Harvest,Moisture Reabsorption Damage
Wheat,120,Harvest,Storage Temperature Stress
Wheat,120,Harvest,Poor Drying Before Storage
Wheat,120,Harvest,Mechanical Damage During Handling
Wheat,120,Harvest,Chemical Residue Contamination
Wheat,120,Harvest,Mycotoxin Contamination (Aflatoxin from Aspergillus spp.)
Wheat,120,Harvest,Bag Fabric Infestation (Trogoderma spp.)
Wheat,120,Harvest,Cross-Contamination from Old Grain Stocks
Corn,72,Silking,Leaf Blight
Corn,95,Grain Filling,Downy Mildew
Corn,20,Vegetative Stage,Downy Mildew
Corn,20,Vegetative Stage,Smut
Corn,20,Vegetative Stage,Rust
Corn,120,Harvest,Leaf Blight
Corn,10,Germination,Leaf Blight
Corn,10,Germination,Downy Mildew
Corn,7,Seedling Stage,Downy Mildew
Corn,60,Tasseling,Smut
Corn,72,Silking,Downy Mildew
Corn,60,Tasseling,Gray Leaf Spot
Corn,120,Harvest,Smut
Corn,120,Harvest,Healthy
Corn,72,Silking,Smut
Corn,95,Grain Filling,Leaf Spot
Corn,10,Germination,Healthy
Corn,20,Vegetative Stage,Gray Leaf Spot
Corn,95,Grain Filling,Smut
Corn,10,Germination,Gray Leaf Spot
Corn,120,Harvest,Gray Leaf Spot
Corn,60,Tasseling,Leaf Spot
Corn,20,Vegetative Stage,Healthy
Corn,10,Germination,Leaf Spot
Corn,7,Seedling Stage,Leaf Spot
Corn,72,Silking,Healthy
Corn,7,Seedling Stage,Smut
Corn,10,Germination,Rust
Corn,20,Vegetative Stage,Leaf Spot
Corn,60,Tasseling,Healthy
Corn,20,Vegetative Stage,Leaf Blight
Corn,7,Seedling Stage,Rust
Corn,10,Germination,Smut
Corn,7,Seedling Stage,Healthy
Corn,120,Harvest,Rust
Corn,72,Silking,Rust
Corn,60,Tasseling,Rust
Corn,60,Tasseling,Downy Mildew
Corn,95,Grain Filling,Rust
Corn,120,Harvest,Leaf Spot
Corn,120,Harvest,Downy Mildew
Corn,95,Grain Filling,Healthy
Corn,72,Silking,Gray Leaf Spot
Corn,60,Tasseling,Leaf Blight
Pigeon Pea,7,Seedling Stage,Seed Rot
Pigeon Pea,7,Seedling Stage,Damping-Off
Pigeon Pea,7,Seedling Stage,Fusarium Wilt
Pigeon Pea,20,Vegetative Stage,Fusarium Wilt
Pigeon Pea,20,Vegetative Stage,Phytophthora Stem Blight
Pigeon Pea,20,Vegetative Stage,Sterility Mosaic Disease
Pigeon Pea,20,Vegetative Stage,Alternaria Leaf Spot
Pigeon Pea,20,Vegetative Stage,Leaf Spot (Cercospora)
Pigeon Pea,70,Flowering,Phytophthora Stem Blight
Pigeon Pea,70,Flowering,Alternaria Leaf Spot
Pigeon Pea,70,Flowering,Leaf Spot (Cercospora)
Pigeon Pea,70,Flowering,Fusarium Wilt
Pigeon Pea,70,Flowering,Phytophthora Stem Blight
Pigeon Pea,70,Flowering,Fusarium Wilt
Pigeon Pea,80,Pod Formation,Alternaria Pod Spot
Pigeon Pea,80,Pod Formation,Phytophthora Pod Rot
Pigeon Pea,110,Maturity,Pod Blight
Pigeon Pea,110,Maturity,Leaf Spot (Cercospora)
Pigeon Pea,110,Maturity,Phytophthora Stem Canker
Pigeon Pea,110,Maturity,Powdery Mildew
Pigeon Pea,110,Maturity,Alternaria Pod Spot
Wheat,10,Germination,Mildew
Wheat,55,Booting,Healthy
Wheat,40,Stem Elongation / Jointing,Leaf Spot
Wheat,105,Ripening,Leaf Spot
Wheat,65,Heading,Mildew
Wheat,25,Tillering,Mildew
Wheat,40,Stem Elongation / Jointing,Blight
Wheat,40,Stem Elongation / Jointing,Rust
Wheat,70,Flowering,Blight
Wheat,65,Heading,Smut
Wheat,105,Ripening,Healthy
Wheat,65,Heading,Blight
Wheat,55,Booting,Mildew
Wheat,25,Tillering,Rust
Wheat,10,Germination,Rust
Wheat,70,Flowering,Healthy
Wheat,65,Heading,Healthy
